0,103
0.001,108.784997910337
0.002,118.474171359153
0.003,127.972634293651
0.004,137.187368288655
0.005,146.028133475824
0.006,154.408352262474
0.007,162.245957185737
0.008,169.464194599034
0.009,175.992376320353
0.01,181.766571881452
0.011,186.730234598781
0.012,190.834755335025
0.013,194.039938528267
0.014,196.314395827034
0.015,197.635853476349
0.016,197.99137044456
0.017,197.377465154833
0.018,195.800149580228
0.019,193.274870368456
0.02,189.826357572899
0.021,185.488382471253
0.022,180.303426843485
0.023,174.322266947863
0.024,167.603476269178
0.025,160.212851908743
0.026,152.222770233537
0.027,143.711478094614
0.028,134.762326555871
0.029,125.462954637278
0.03,115.904431066163
0.031,106.180362441377
0.032,96.3859765440894
0.033,86.6171897723578
0.034,76.9696678320614
0.035,67.5378888828706
0.036,58.4142183138514
0.037,49.6880042094276
0.038,41.4447023637997
0.039,33.7650394125539
0.04,26.7242222769093
0.041,20.3912016625154
0.042,14.8279968253538
0.043,10.0890882173102
0.044,6.22088395923741
0.045,3.26126536633664
0.046,1.23921597652729
0.047,0.174537714727919
0.048,0.0776569726521785
0.049,0.949522503179409
0.05,2.78159612921974
0.051,5.5559363580624
0.052,9.2453740823715
0.053,13.8137786471904
0.054,19.2164116773606
0.055,25.4003652003247
0.056,32.3050797737767
0.057,39.8629375441387
0.058,47.9999244280414
0.059,56.636354932069
0.06,65.687652512608
0.061,75.065177833741
0.062,84.6770968120539
0.063,94.429279947599
0.064,104.226224133867
0.065,113.971987919484
0.066,123.57113106262
0.067,132.92964917705
0.068,141.955894316891
0.069,150.561472484719
0.07,158.662109273775
0.071,166.178475167038
0.072,173.036962410993
0.073,179.170405856191
0.074,184.518740705399
0.075,189.029590728017
0.076,192.658781180385
0.077,195.370771408936
0.078,197.139002899743
0.079,197.946159365974
0.08,197.784336326254
0.081,196.655118513231
0.082,194.56956435429
0.083,191.548097676406
0.084,187.620307695649
0.085,182.824659250062
0.086,177.208116113594
0.087,170.825681079969
0.088,163.739857320461
0.089,156.020036290481
0.09,147.741818179219
0.091,138.986271557168
0.092,129.839139471804
0.093,120.389999766126
0.094,110.731387843048
0.095,100.957890466414
0.096,91.1652194730482
0.097,81.4492744669552
0.098,71.9052036747283
0.099,62.6264721591882
0.1,53.7039465162432
0.101,45.225005018529
0.102,37.2726819201903
0.103,29.9248543026255
0.104,23.2534794244114
0.105,17.3238900440395
0.106,12.1941546163652
0.107,7.9145086283667
0.108,4.52686264313897
0.109,2.06439186984758
0.11,0.551211278983658
0.111,0.00213944451458303
0.112,0.422553425623903
0.113,1.80833610918341
0.114,4.14591652863231
0.115,7.41240276442095
0.116,11.575806124525
0.117,16.5953544096311
0.118,22.4218911951893
0.119,28.9983572201624
0.12,36.2603491682355
0.121,44.1367503693414
0.122,52.5504272450429
0.123,61.418984677485
0.124,70.6555729045905
0.125,80.1697380395756
0.126,89.8683078856507
0.127,99.6563043711241
0.128,109.437873669435
0.129,119.11722489545
0.13,128.59956818538
0.131,137.792042973688
0.132,146.604627376393
0.133,154.951019775166
0.134,162.749483968877
0.135,169.923649616019
0.136,176.403260129282
0.137,182.124860698151
0.138,187.032419701711
0.139,191.077877426183
0.14,194.221616713587
0.141,196.432850932474
0.142,197.68992547134
0.143,197.980529802182
0.144,197.301818037472
0.145,195.660436799926
0.146,193.072460132142
0.147,189.563232083541
0.148,185.167118516149
0.149,179.927170559792
0.15,173.894703012483
0.151,167.128791814724
0.152,159.695695518961
0.153,151.668206419736
0.154,143.124937698917
0.155,134.149553566994
0.156,124.829949939661
0.157,115.257393673321
0.158,105.525628788975
0.159,95.7299584372461
0.16,85.9663115948506
0.161,76.3303036323516
0.162,66.9162999530622
0.163,57.8164918728721
0.164,49.119993790908
0.165,40.9119704924325
0.166,33.2728031303024
0.167,26.2773020525279
0.168,19.9939741847103
0.169,14.4843521418808
0.17,9.80239163974636
0.171,5.99394310649245
0.172,3.09630266964781
0.173,1.13784691519525
0.174,0.137754995731882
0.175,0.105820809072782
0.176,1.04235708663276
0.177,2.93819233084847
0.178,5.77476063163223
0.179,9.52428348228605
0.18,14.1500418143523
0.181,19.6067355873648
0.182,25.8409274120384
0.183,32.791565862497
0.184,40.3905833527428
0.185,48.5635627223668
0.186,57.2304660036249
0.187,66.3064182330681
0.188,75.7025386318598
0.189,85.3268110150347
0.19,95.0849849057803
0.191,104.881498530135
0.192,114.620414653218
0.193,124.206360092341
0.194,133.545459706365
0.195,142.546255714734
0.196,151.120603343309
0.197,159.18453402593
0.198,166.659077708388
0.199,173.471036201982
0.2,179.553700013203
0.201,184.847501629657
0.202,189.300598864564
0.203,192.869382547175
0.204,195.518903587281
0.205,197.223215231568
0.206,197.965627160112
0.207,197.738868934643
0.208,196.545161197929
0.209,194.396193927028
0.21,191.313011953371
0.211,187.325808870773
0.212,182.473631349644
0.213,176.803996753037
0.214,170.372427799222
0.215,163.241908827835
